planet_name,host_star_name,star_number_per_system,discovery_method,year_of_discovery,discovery_facility,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,orbital_eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,distance_parsec
LTT 1445 A c,LTT 1445 A,3.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),3.1239003000000003,0.02526666666666667,1.2723333333333333,1.3033333333333335,0.1365,512.0,,3340.0,0.27066666666666667,0.25433333333333336,,6.86929
LTT 3780 b,LTT 3780,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.768395785,0.012029999999999999,1.33175,2.4725,0.024,931.6666666666666,M3.5 V,3352.25,0.3795,0.385,4.8415,21.9814
LTT 3780 c,LTT 3780,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),12.252143799999999,0.07621,2.36,7.4875,0.05725,369.6666666666667,M3.5 V,3348.0,0.37839999999999996,0.37966666666666665,4.8524,21.9814
LTT 9779 b,LTT 9779,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.7920601166666668,0.01679,4.72,29.32,0.029,1978.0,G7 V,5455.333333333333,0.949,1.02,4.39,80.4373
LkCa 15 b,LkCa 15,1.0,Imaging,2015.0,Large Binocular Telescope Observatory,,14.7,,,,,,4194.0,1.60711,,,158.152
LkCa 15 c,LkCa 15,1.0,Imaging,2015.0,Large Binocular Telescope Observatory,,18.6,,,,,,4194.0,1.60711,,,158.152
Luhman 16 b,Luhman 16 A,1.0,Imaging,2017.0,Multiple Observatories,9849.0,3.5300000000000002,,9105.78386055,0.347,,,,,0.03319999999999999,,
Lupus-TR-3 b,Lupus-TR-3,1.0,Transit,2007.0,Multiple Observatories,3.91405,0.0464,9.976,257.431,0.0,,,5000.0,0.82,0.87,4.5,773.409
M62H b,M62H,1.0,Pulsar Timing,2024.0,South African Radio Astronomy Observatory (SAR,0.132935028,,,785.03616529,,,,,,1.4,,
MASCARA-1 b,MASCARA-1,1.0,Transit,2017.0,Multiple Observatories,2.148776905,0.041676,17.35712109,1175.971,0.00017,2582.15,A8,7522.0,2.091,1.81,4.0,182.273
MASCARA-4 b,MASCARA-4,2.0,Transit,2020.0,Multiple Observatories,2.824075825,0.0472,17.06568788,758.817790865,0.0,2175.0,A7 V,7800.0,1.8766666666666667,1.75,4.1,170.696
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1.0,Microlensing,2008.0,MOA,,0.62,,3.3,,,,,,0.06,,1000.0
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1.0,Microlensing,2008.0,MOA,,3.4775,,400.15414595,,68.5,,,,0.69,,6345.0
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1.0,Microlensing,2009.0,MOA,,1.175,,48.7,,,,,,0.21,,6850.0
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1.0,Microlensing,2013.0,MOA,,2.7,,1300.0,,,K,,,0.56,,3300.0
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1.0,Microlensing,2011.0,MOA,2800.0,3.2,,10.4,,,,,,0.56,,3040.0
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1.0,Microlensing,2010.0,MOA,,2.0149999999999997,,58.65,,,,,,0.452,,6575.0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1.0,Microlensing,2010.0,MOA,1980.0,1.8,,830.0,,,,,,0.19,,5690.0
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1.0,Microlensing,2012.0,MOA,,1.21,,3500.0,,,,,,0.16,,2800.0
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1.0,Microlensing,2018.0,MOA,,2.42,,170.0,,,,,,0.58,,3500.0
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1.0,Microlensing,2013.0,MOA,,1.9766666666666666,,44.46666666666667,,,,,,0.11499999999999999,,2216.6666666666665
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1.0,Microlensing,2015.0,MOA,,1.7850000000000001,,79.5,,,,,,0.16999999999999998,,6800.0
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1.0,Microlensing,2012.0,MOA,,2.0,,480.0,,,,5950.0,,0.67,,2300.0
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1.0,Microlensing,2016.0,MOA,,4.14,,30.0,,,,,,0.75,,7380.0
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1.0,Microlensing,2014.0,MOA,,0.54,,8.735,,,,,,0.05655,,3880.0
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1.0,Microlensing,2018.0,MOA,,0.968,,18.4,,,,,,0.14333333333333334,,6460.0
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1.0,Microlensing,2012.0,MOA,1775.0,1.98,,908.0,,,,,,0.516,,7264.0
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1.0,Microlensing,2013.0,MOA,,4.3,,3690.0,,,,,,0.39,,7560.0
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1.0,Microlensing,2017.0,Multiple Observatories,,10.2,,2700.0,,,,,,0.49,,5300.0
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1.0,Microlensing,2017.0,MOA,,0.9,,6.7,,,,,,0.1,,7210.0
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1.0,Microlensing,2014.0,MOA,,3.03,,871.0,,,,,,0.825,,6610.0
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1.0,Microlensing,2016.0,MOA,,2.4033333333333333,,10.761666666666665,,,,,,0.04625,,2088.3333333333335
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1.0,Microlensing,2018.0,MOA,,0.9924999999999999,,2876.85,,,,,,0.041150000000000006,,6700.0
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1.0,Microlensing,2017.0,MOA,,1.46,,1347.5,,,,,,0.4033333333333333,,6825.0
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1.0,Microlensing,2018.0,MOA,,1.02,,205.0,,,,,,0.15,,6800.0
MOA-2016-BLG-526L b,MOA-2016-BLG-526L,1.0,Microlensing,2024.0,MOA,,2.09,,13.926181368333333,,,,,,0.36999999999999994,,6925.0
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,1.0,Microlensing,2022.0,MOA,,,,6912.76785225,,,,,,0.7222222222222222,,2675.0
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,1.0,Microlensing,2022.0,MOA,,1.1400000000000001,,18.15,,,,,,0.38,,8100.0
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,1.0,Microlensing,2023.0,MOA,,2.81,,57.5,,,,,,0.545,,7650.0
MOA-2022-BLG-033L b,MOA-2022-BLG-033L,1.0,Microlensing,2025.0,MOA,,2.23,,12.15,,,F7 V,,,0.51,,1840.0
MOA-2022-BLG-091L b,MOA-2022-BLG-091L,1.0,Microlensing,2025.0,MOA,,3.25,,1141.00398113,,,G8 V,,,0.75,,4250.0
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,1.0,Microlensing,2023.0,MOA,,1.54,,4.83,,,,,,0.18,,2000.0
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,1.0,Microlensing,2024.0,MOA,,2.275,,127.1313628,,,,,,0.48,,6530.0
MOA-bin-1L b,MOA-bin-1L,1.0,Microlensing,2012.0,MOA,,8.3,,1200.0,,,,,,0.75,,5100.0
MOA-bin-29 b,MOA-bin-29,1.0,Microlensing,2019.0,MOA,,0.5966666666666667,,183.33333333333334,,,,,,0.052500000000000005,,6935.0
MWC 758 c,MWC 758,1.0,Imaging,2023.0,Large Binocular Telescope Observatory,,100.0,,,,500.0,A8Ve,,,1.5,,159.537
MXB 1658-298 b,MXB 1658-298,2.0,Eclipse Timing Variations,2017.0,Multiple Observatories,760.0,1.613,,7532.571,,,,,,,,
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,1.0,Radial Velocity,2024.0,Multiple Observatories,77.48,0.384,,572.0911326,0.0,683.0,F9.5 V,6000.0,2.13,1.26,4.01,852.793
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1.0,Radial Velocity,2017.0,Multiple Observatories,511.21,,,692.8694,0.16,,K4 III,4200.0,,1.37,1.8,821.918
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1.0,Radial Velocity,2014.0,Multiple Observatories,6.959,,,104.88316666666667,0.2833333333333333,,G5 V,5780.0,0.99,1.01,4.44,872.92
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1.0,Radial Velocity,2014.0,Multiple Observatories,5.118,,,127.13133333333333,0.31333333333333335,,G5 V,5725.0,0.89,0.96,4.57,914.221
NGC 2682 YBP 401 b,NGC 2682 YBP 401,1.0,Radial Velocity,2016.0,La Silla Observatory,4.087,,,139.84519999999998,0.155,,F9 V,6165.0,,1.14,4.3,830.822
NGTS-1 b,NGTS-1,1.0,Transit,2017.0,Next-Generation Transit Survey (NGTS),2.6473032333333335,0.0326,14.90797,258.07796,0.016,790.0,M0.5,3916.0,0.573,0.617,4.71,218.121
NGTS-10 b,NGTS-10,1.0,Transit,2020.0,Next-Generation Transit Survey (NGTS),0.7668944,0.0143,13.506845,687.14846,0.0,1332.0,K5 V,4600.0,0.697,0.696,4.595,
NGTS-11 b,NGTS-11,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),35.455657,0.201,9.157753,109.33352,0.13,435.0,K,5050.0,0.832,0.862,4.5,190.422
NGTS-12 b,NGTS-12,1.0,Transit,2020.0,Next-Generation Transit Survey (NGTS),7.533003,0.0757,11.747032,66.10864,0.0,1257.0,G,5690.0,1.589,1.021,4.045,446.442
NGTS-13 b,NGTS-13,1.0,Transit,2021.0,Next-Generation Transit Survey (NGTS),4.119027,0.0549,12.800678,1538.2972,0.086,1605.0,,5819.0,1.788,1.3,4.04,647.595
NGTS-14 A b,NGTS-14 A,2.0,Transit,2021.0,Next-Generation Transit Survey (NGTS),3.5357173,0.0403,4.976796,29.24036,0.0,1143.0,K1 V,5187.0,0.842,0.898,4.2,322.148
NGTS-15 b,NGTS-15,1.0,Transit,2021.0,Next-Generation Transit Survey (NGTS),3.27623,0.0441,12.32987877,238.68913366,0.0,1146.0,G6 V,5600.0,0.954,0.995,4.4,786.485
NGTS-16 b,NGTS-16,1.0,Transit,2021.0,Next-Generation Transit Survey (NGTS),4.84532,0.0523,14.57167491,211.99154747,0.0,1177.0,G7 V,5550.0,1.213,1.002,4.35,898.168
NGTS-17 b,NGTS-17,1.0,Transit,2021.0,Next-Generation Transit Survey (NGTS),3.24253,0.0391,13.89913607,242.82090295,0.0,1457.0,G4 V,5650.0,1.337,1.025,4.0,1040.28
NGTS-18 b,NGTS-18,1.0,Transit,2021.0,Next-Generation Transit Survey (NGTS),3.05125,0.0448,13.56286665,129.99181846,0.0,1381.0,G5 V,5610.0,1.392,1.003,4.16,1096.19
NGTS-2 b,NGTS-2,1.0,Transit,2018.0,Next-Generation Transit Survey (NGTS),4.5111366,0.063,17.878355,235.1942,0.0,1468.0,F5 V,6478.0,1.702,1.64,4.197,356.391
NGTS-20 b,NGTS-20,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),54.18915,0.313,11.99360935,947.12865286,0.432,688.0,G1 IV,5980.0,1.78,1.47,3.8,382.898
NGTS-21 b,NGTS-21,1.0,Transit,2022.0,Next-Generation Transit Survey (NGTS),1.5433897,0.0236,14.90794433,750.07504052,0.0,1357.0,K3 V,4660.0,0.86,0.72,4.63,592.891
NGTS-23 b,NGTS-23,1.0,Transit,2022.0,Next-Generation Transit Survey (NGTS),4.0764326,0.0504,14.20177855,194.82881349,0.0,1327.0,F9 V,6057.0,1.24,1.01,4.04,1074.95
NGTS-24 b,NGTS-24,1.0,Transit,2022.0,Next-Generation Transit Survey (NGTS),3.4678796,0.0479,13.60770257,165.27077164,0.0,1499.0,G2 IV,5820.0,1.64,1.26,4.09,683.062
NGTS-25 b,NGTS-25,1.0,Transit,2022.0,Next-Generation Transit Survey (NGTS),2.823093,0.0388,11.46678726,203.09235207,0.0,1101.0,K0 V,5321.0,0.86,0.91,4.48,521.233
NGTS-26 b,NGTS-26,1.0,Transit,2024.0,Next-Generation Transit Survey (NGTS),4.5199279,0.049,14.88552637,92.80589484,0.0,1331.0,,5550.0,1.16,0.96,4.1,1093.69
NGTS-27 b,NGTS-27,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),3.3704181,0.0446,15.64773706,188.47224535,0.0,1783.0,,5700.0,1.77,1.07,4.05,942.122
NGTS-3 A b,NGTS-3 A,2.0,Transit,2018.0,Next-Generation Transit Survey (NGTS),1.6753728,0.023,16.58932,756.4354,,,G6 V,5600.0,0.93,1.017,,743.972
NGTS-30 b,NGTS-30,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),98.29838,0.408,10.40193409,305.11527072,0.294,500.0,,5455.0,0.913,0.94,4.3,238.377
NGTS-31 b,NGTS-31,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),4.162734,0.064,18.04645893,355.96781584,0.0,1410.0,,5710.0,1.7,0.96,4.43,497.376
NGTS-32 b,NGTS-32,1.0,Transit,2025.0,Next-Generation Transit Survey (NGTS),3.31211,0.044,15.91675259,181.16219199,0.0,1750.0,,5680.0,1.85,1.07,4.09,837.457
NGTS-33 b,NGTS-33,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.827972,0.048,18.38272835,1153.71711741,0.0,1991.0,,7437.0,1.47,1.6,4.26,437.855
NGTS-4 b,NGTS-4,1.0,Transit,2019.0,Next-Generation Transit Survey (NGTS),1.33735065,0.019,3.18,20.6,0.0,1650.0,,5143.0,0.84,0.75,4.5,280.555
NGTS-5 b,NGTS-5,1.0,Transit,2019.0,Next-Generation Transit Survey (NGTS),3.3569866,0.0382,12.733424,72.78307,0.0,952.0,K2 V,4987.0,0.739,0.661,4.52,306.779
NGTS-6 b,NGTS-6,1.0,Transit,2019.0,Next-Generation Transit Survey (NGTS),0.8820391666666666,0.01677,14.863134,425.57437,0.0,1283.9,,4730.0,0.754,0.767,4.7,308.262
NGTS-8 b,NGTS-8,1.0,Transit,2019.0,Next-Generation Transit Survey (NGTS),2.4997,0.035,12.21781,295.5819,0.01,1345.0,K0 V,5241.0,0.98,0.89,4.41,428.976
NGTS-9 b,NGTS-9,1.0,Transit,2019.0,Next-Generation Transit Survey (NGTS),4.435271,0.058,11.99363,921.707,0.06,1448.0,F8 V,6330.0,1.38,1.34,4.37,609.128
NN Ser c,NN Ser,2.0,Eclipse Timing Variations,2010.0,Multiple Observatories,6073.516666666666,5.365,,2537.2746106566665,0.08449999999999999,,WD,57000.0,,0.535,,515.818
NN Ser d,NN Ser,2.0,Eclipse Timing Variations,2010.0,Multiple Observatories,2864.5,3.41,,717.2220704433333,0.215,,WD,57000.0,,0.535,,515.818
NSVS 14256825 b,NSVS 14256825,2.0,Eclipse Timing Variations,2019.0,Multiple Observatories,3225.0,3.12,,4497.2945,0.12,,,40000.0,0.188,0.419,,820.877
NY Vir b,NY Vir,2.0,Eclipse Timing Variations,2011.0,Multiple Observatories,3015.2333333333336,3.3,,819.9786,0.295,,,32780.0,0.151,0.459,5.74193,544.024
NY Vir c,NY Vir,2.0,Eclipse Timing Variations,2019.0,Winer Observatory,8799.0,,,1760.7782,0.15,,,32780.0,0.151,0.459,5.74193,544.024
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1.0,Microlensing,2004.0,OGLE,,3.65,,655.0,,,K V,,,0.495,,5500.0
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1.0,Microlensing,2005.0,OGLE,,2.85,,978.5522713333334,,63.0,,,,0.46,,3200.0
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1.0,Microlensing,2006.0,OGLE,,3.1999999999999997,,13.433333333333332,,,K5,,,0.6699999999999999,,3600.0
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1.0,Microlensing,2005.0,OGLE,3285.0,2.6,,5.5,,50.0,,,,0.22,,6600.0
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1.0,Microlensing,2008.0,OGLE,1788.5,2.3,,230.5,,82.0,,,,0.505,,1500.0
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1.0,Microlensing,2008.0,OGLE,4927.5,4.55,,86.0,0.15,59.0,,,,0.505,,1500.0
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2.0,Microlensing,2020.0,OGLE,,2.17,,144.0,,,,,,0.35,,4000.0
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2.0,Microlensing,2016.0,OGLE,2557.0,2.59,,80.0,,,M,,,0.41,,2760.0
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1.0,Microlensing,2009.0,OGLE,,2.8,,20.0,,,,,,0.64,,5900.0
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2.0,Microlensing,2014.0,OGLE,,15.0,,57.0,,,,,,0.71,,8100.0
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1.0,Microlensing,2014.0,OGLE,,1.7,,1500.0,,,,,,0.37,,6800.0
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1.0,Microlensing,2018.0,OGLE,,4.25,,1104.25,,,,,,0.415,,6020.0
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1.0,Microlensing,2012.0,OGLE,,2.1100000000000003,,155.0,,,M,,,0.26,,2640.0
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1.0,Microlensing,2015.0,OGLE,,1.7,,230.0,,,,,,0.1735,,3935.0
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1.0,Microlensing,2012.0,OGLE,,3.91,,40.55,,,G5 V,,,0.94,,4049.5
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1.0,Microlensing,2012.0,OGLE,,4.715,,245.0,,,G5 V,,,0.94,,4049.5
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1.0,Microlensing,2013.0,OGLE,,0.8733333333333334,,589.0,,,,,,0.022333333333333334,,1760.0
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1.0,Microlensing,2013.0,OGLE,,3.483333333333333,,966.0,,,,,,0.45999999999999996,,4556.666666666667
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1.0,Microlensing,2015.0,OGLE,,2.52,,121.5,,,,,,0.34,,1300.0
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1.0,Microlensing,2016.0,OGLE,,1.6,,150.0,,,M V,,,0.29,,6700.0
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1.0,Microlensing,2020.0,OGLE,,4.43,,53.1,,,,,,0.4,,6320.0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1.0,Microlensing,2016.0,OGLE,,2.575,,30.833333333333332,,,M V,,,0.4925,,3258.3333333333335
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1.0,Microlensing,2014.0,OGLE,,0.795,,4250.0,,,,,,0.0935,,3095.0
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1.0,Microlensing,2017.0,OGLE,,3.6,,92.0,,,,,,0.54,,3900.0
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2.0,Microlensing,2014.0,OGLE,,0.7925,,1.9899999999999998,,,,,,0.12895,,1036.0
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1.0,Microlensing,2019.0,OGLE,,9.185,,3085.0,,,,,,0.28500000000000003,,3185.0
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1.0,Microlensing,2017.0,OGLE,,2.6,,200.0,,,,,,0.46,,6300.0
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1.0,Microlensing,2018.0,OGLE,,1.8,,860.0,,,,,,0.33,,6900.0
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1.0,Microlensing,2015.0,OGLE,,3.26,,180.794232275,,,,,,0.8366666666666666,,3832.5
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,1.0,Microlensing,2024.0,OGLE,,10.193333333333333,,13256.622855970001,,,,,,6.800000000000001,,4456.666666666667
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,1.0,Microlensing,2022.0,OGLE,,3.49,,181.16219199,,,M,,,0.52,,7730.0
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1.0,Microlensing,2016.0,OGLE,,3.83,,1112.3694986233334,,,,,,0.73,,2520.0
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1.0,Microlensing,2018.0,OGLE,,1.5,,55.15,,,,,,0.395,,6390.0
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1.0,Microlensing,2018.0,OGLE,,2.2,,83.5,,,,,,0.395,,6390.0
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1.0,Microlensing,2016.0,OGLE,,1.75,,180.0,,,,,,0.51,,6860.0
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1.0,Microlensing,2016.0,OGLE,,0.73,,230.0,,,,,,0.1,,8200.0
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1.0,Microlensing,2016.0,KMTNet,,1.4,,1150.0,,,,,,0.315,,900.0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1.0,Microlensing,2016.0,OGLE,,2.4000000000000004,,21.0,,,,,,0.38,,2900.0
OGLE-2015-BLG-1609L b,OGLE-2015-BLG-1609L,1.0,Microlensing,2025.0,OGLE,,,,38.846577045000004,,,,,,0.12233333333333334,,5577.5
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1.0,Microlensing,2019.0,OGLE,,2.07,,807.0,,,,,,0.34,,4230.0
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1.0,Microlensing,2019.0,OGLE,,2.62,,17.9,,,,,,0.55,,6700.0
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1.0,Microlensing,2020.0,OGLE,,0.7266666666666667,,350.84999999999997,,,,,,0.07933333333333333,,6935.0
OGLE-2016-BLG-0007L b,OGLE-2016-BLG-0007L,1.0,Microlensing,2025.0,OGLE,14200.0,10.1,,1.32,,,,,,0.59,,4300.0
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1.0,Microlensing,2017.0,OGLE,,5.4,,1300.0,,,,,,0.13,,6500.0
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2.0,Microlensing,2017.0,OGLE,,3.9933333333333336,,967.3333333333334,,,,,,0.6766666666666667,,3356.6666666666665
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1.0,Microlensing,2019.0,OGLE,,1.6966666666666665,,140.0,,,,,,0.3,,3730.0
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,1.0,Microlensing,2022.0,OGLE,,2.0925,,223.2744559175,,,,,,0.455,,7975.0
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1.0,Microlensing,2017.0,OGLE,1165.0,2.105,,4253.0,0.42,,,,,0.885,,6755.0
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1.0,Microlensing,2017.0,OGLE,,1.3409999999999997,,2.164,,,,,,0.078,,4568.0
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1.0,Microlensing,2020.0,OGLE,,7.45,,915.0,,,,,,0.39,,
OGLE-2016-BLG-1266L b,OGLE-2016-BLG-1266L,1.0,Microlensing,2018.0,OGLE,,0.505375,,7786.001400482501,,,,,,0.012616666666666667,,3587.5
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,1.0,Microlensing,2024.0,OGLE,,2.31,,153.61706338333332,,,,,,0.55,,5910.0
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,1.0,Microlensing,2024.0,OGLE,,1.99,,831.6509983166667,,,,,,0.4066666666666667,,6480.0
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1.0,Microlensing,2018.0,OGLE,,3.776,,6.6000000000000005,,,,,,0.396,,4840.0
OGLE-2017-BLG-0364L b,OGLE-2017-BLG-0364L,1.0,Microlensing,2024.0,OGLE,,2.505,,103.27499999999999,,,,,,0.42,,8015.0
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1.0,Microlensing,2018.0,OGLE,,2.4995000000000003,,93.55,,,,,,0.262,,5862.5
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1.0,Microlensing,2020.0,OGLE,,3.5,,130.0,,,,,,0.56,,5200.0
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,1.0,Microlensing,2024.0,OGLE,,3.83,,129.55125,,,,,,0.475,,6563.75
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1.0,Microlensing,2018.0,OGLE,,1.8,,9.0,,,,,,0.2,,5800.0
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1.0,Microlensing,2020.0,OGLE,,4.06,,160.0,,,,,,0.7,,3950.0
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,1.0,Microlensing,2024.0,OGLE,,1.14,,514.88201934,,,,,,0.32,,6630.0
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1.0,Microlensing,2020.0,OGLE,,3.92,,1760.0,,,,,,0.55,,5670.0
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,1.0,Microlensing,2021.0,OGLE,,2.73,,959.84178914,,,,,,0.45,,7250.0
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1.0,Microlensing,2018.0,OGLE,,1.02,,510.0,,,,,,0.212,,
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,1.0,Microlensing,2024.0,OGLE,,2.53,,1207.7479466,,,,,,0.46,,6030.0
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,1.0,Microlensing,2024.0,OGLE,,1.72,,1833.8699083899999,,,,,,0.63,,7698.0
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1.0,Microlensing,2020.0,OGLE,,3.8600000000000003,,3817.25,,,,,,0.8366666666666666,,3967.5
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1.0,Microlensing,2018.0,OGLE,,1.18,,4.465,,,,,,0.234,,860.0
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1.0,Microlensing,2018.0,OGLE,,0.59,,240.0,,,,,,0.045,,7490.0
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,1.0,Microlensing,2022.0,OGLE,,2.475,,14.62010672,,,,,,0.45,,7290.0
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,1.0,Microlensing,2023.0,OGLE,,2.0614285714285714,,4.484285714285714,,,,,,0.4175,,5361.428571428572
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,1.0,Microlensing,2022.0,OGLE,,2.893333333333333,,40.36420769,,,,,,0.695,,6606.666666666667
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1.0,Microlensing,2022.0,OGLE,,1.8,,6.4,,,,,,0.1,,7700.0
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1.0,Microlensing,2022.0,OGLE,,3.0,,16.3,,,,,,0.63,,5600.0
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,1.0,Microlensing,2022.0,OGLE,,2.2,,20.1,,,,,,0.47,,7000.0
